time,ax,ay,az,atotal
195.894,-1.19,-1.43,1.44,2.35
195.904,-0.88,-0.74,0.66,1.33
195.914,-0.22,0.21,-1.10,1.14
195.924,-0.05,-0.04,-2.59,2.59
195.934,-1.00,-1.69,-1.83,2.68
195.945,-1.15,-0.39,-1.66,2.06
195.955,-1.61,-1.42,-0.03,2.15
195.965,-3.48,-1.01,-0.67,3.68
195.975,-3.24,-1.52,-1.05,3.73
195.985,-1.91,-0.73,-1.65,2.63
195.995,-1.87,-0.09,-2.80,3.37
196.005,-1.44,0.04,-2.66,3.02
196.015,-1.96,-0.11,-2.19,2.94
196.025,-1.80,0.39,-0.50,1.91
196.035,-1.74,0.30,-0.20,1.78
196.045,-2.27,-0.80,-0.73,2.52
196.055,-1.18,-1.41,-0.26,1.86
196.065,-1.04,-0.97,-0.26,1.44
196.075,-1.87,1.02,0.02,2.13
196.085,-1.29,0.63,1.67,2.21
196.095,-0.68,0.38,3.16,3.26
196.105,0.20,0.25,0.84,0.90
196.115,-0.49,-0.31,-1.37,1.48
196.125,-1.18,-0.57,0.27,1.33
196.135,-0.26,-0.69,3.03,3.12
196.145,0.14,0.81,2.56,2.68
196.155,-0.81,0.80,0.98,1.50
196.165,-0.23,-0.50,1.97,2.04
196.175,-0.55,0.27,1.88,1.98
196.185,0.34,0.69,1.36,1.57
196.195,1.12,-0.30,0.28,1.19
196.205,-0.50,-0.56,-0.69,1.02
196.215,0.13,-0.26,1.04,1.08
196.225,0.79,0.70,2.07,2.33
196.236,0.41,0.04,2.99,3.02
196.246,0.47,-1.12,1.59,2.00
196.256,-0.53,-1.45,-0.87,1.77
196.266,0.17,0.07,-1.17,1.19
196.276,0.93,0.25,-0.39,1.04
196.286,1.01,0.97,-0.08,1.40
196.296,0.74,-0.50,0.47,1.01
196.306,0.01,-1.35,-0.39,1.40
196.316,-0.28,-0.56,-0.88,1.08
196.326,0.63,-1.08,-0.73,1.45
196.336,0.65,-0.92,-0.79,1.38
196.346,0.88,-0.19,-1.62,1.85
196.356,0.51,-0.06,-1.40,1.49
196.366,-0.05,-0.07,-0.41,0.42
196.376,0.08,-0.67,-0.93,1.15
196.386,-0.24,-0.48,-1.38,1.48
196.396,-0.26,-0.55,-0.95,1.13
196.406,0.23,-0.94,-1.21,1.55
196.416,-0.42,1.26,-0.12,1.33
196.426,-0.20,2.54,0.43,2.59
196.436,0.14,1.48,0.61,1.61
196.446,0.92,-1.35,-1.69,2.35
196.456,-0.10,-1.05,-4.28,4.41
196.466,-1.15,0.36,-2.73,2.98
196.476,-0.78,1.35,2.00,2.53
196.487,0.04,2.45,3.57,4.33
196.497,-0.02,3.48,1.00,3.63
196.506,-0.01,2.03,-1.10,2.31
196.516,-1.65,-0.26,-3.39,3.78
196.526,-1.03,-1.50,-1.15,2.15
196.537,0.47,2.01,0.84,2.23
196.547,0.14,2.95,1.17,3.18
196.557,0.62,2.62,1.82,3.25
196.567,-0.56,1.69,0.34,1.82
196.577,-0.43,0.70,0.17,0.84
196.587,-0.68,0.45,-0.58,1.01
196.597,-0.72,1.22,-0.27,1.44
196.607,-0.05,1.09,1.30,1.70
196.617,0.31,2.17,1.80,2.84
196.627,0.07,1.51,0.75,1.69
196.637,-0.36,0.46,0.77,0.96
196.647,-0.98,0.21,-0.53,1.14
196.657,-0.75,-1.46,-0.03,1.64
196.667,-0.55,-0.11,0.92,1.08
196.677,-0.68,1.24,0.98,1.72
196.687,0.01,0.13,1.86,1.86
196.697,-0.83,0.45,0.93,1.32
196.707,-0.82,-0.18,-0.42,0.94
196.717,-0.43,-1.11,-0.46,1.28
196.727,-1.12,0.24,0.31,1.19
196.738,-0.51,-0.08,1.11,1.22
196.747,-0.47,0.53,0.61,0.93
196.757,-0.64,0.55,0.46,0.96
196.767,-0.43,0.33,0.94,1.08
196.777,-0.14,1.36,-0.02,1.37
196.787,-1.03,0.42,0.62,1.27
196.798,-0.26,0.93,-0.81,1.26
196.807,-0.30,1.05,0.33,1.14
196.818,-0.62,0.97,0.15,1.16
196.828,-0.65,1.22,0.65,1.53
196.838,-0.69,1.48,-0.85,1.84
196.848,-0.08,0.02,0.17,0.19
196.858,-0.66,1.31,-0.77,1.66
196.868,-0.29,0.88,-1.11,1.45
196.878,-0.12,-0.18,0.61,0.65
196.888,-0.54,0.62,-0.51,0.97
196.898,-0.97,0.20,-0.66,1.20
196.908,-0.96,0.52,0.11,1.10
196.918,-0.90,0.44,-0.10,1.01
196.928,-0.12,-0.20,-0.34,0.41
196.938,-0.07,0.28,-0.96,1.00
196.948,-0.74,0.39,-0.15,0.85
196.958,-0.55,-0.09,1.29,1.41
196.968,-0.82,0.75,0.47,1.21
196.978,-0.56,0.20,0.73,0.94
196.988,-0.13,0.63,-0.16,0.66
196.998,-0.55,1.17,-0.38,1.35
197.008,0.03,0.51,0.08,0.52
197.018,0.25,1.15,0.41,1.24
197.028,-0.67,1.04,-0.06,1.24
197.038,-0.57,1.11,-0.36,1.29
197.048,-0.24,1.13,0.66,1.33
197.058,0.66,0.97,-0.11,1.18
197.068,0.41,-0.03,0.65,0.77
197.078,-0.97,0.90,-1.02,1.67
197.088,-0.08,0.20,0.74,0.77
197.099,-0.17,1.27,1.24,1.78
197.108,-0.14,0.97,-0.73,1.22
197.119,-0.49,0.10,0.48,0.70
197.129,-0.45,0.57,0.44,0.85
197.139,-0.39,0.21,0.10,0.46
197.149,-0.52,0.42,-0.28,0.73
197.159,-0.45,0.56,0.52,0.89
197.169,-0.31,0.26,0.77,0.87
197.179,-0.27,0.58,0.23,0.68
197.189,-0.88,0.85,-0.25,1.25
197.199,-0.70,0.29,0.42,0.87
197.209,-0.87,1.28,0.53,1.64
197.219,-0.91,0.71,-0.40,1.22
197.229,-0.23,0.37,-0.28,0.52
197.239,-0.76,1.01,0.05,1.26
197.249,-0.35,1.00,-0.14,1.07
197.259,-0.60,1.11,1.41,1.89
197.269,-0.83,1.40,-0.18,1.64
197.279,-0.25,0.08,-0.67,0.72
197.289,-0.48,0.62,-0.82,1.14
197.299,-0.74,0.58,-0.16,0.95
197.309,0.18,0.91,1.18,1.50
197.319,-0.69,1.23,0.11,1.41
197.329,-0.46,0.77,0.25,0.93
197.339,-0.98,0.63,-0.28,1.20
197.350,-0.50,0.62,-0.56,0.97
197.359,-0.16,0.31,-0.75,0.83
197.369,-0.14,0.22,-0.30,0.40
197.380,-0.77,0.60,0.37,1.04
197.390,-0.79,0.94,0.02,1.23
197.400,-0.16,0.28,1.49,1.53
197.410,-0.58,1.14,-0.02,1.28
197.420,-0.50,0.51,-0.85,1.11
197.430,-0.70,-0.05,-0.01,0.70
197.440,-0.29,0.68,0.03,0.74
197.450,-0.50,1.35,0.12,1.44
197.460,-0.35,1.07,0.36,1.18
197.470,-0.32,0.79,0.85,1.20
197.480,-0.01,0.97,-0.59,1.14
197.490,0.09,0.48,0.35,0.60
197.500,-0.45,0.75,0.39,0.96
197.510,-0.54,0.53,0.53,0.92
197.520,-0.40,1.30,0.47,1.44
197.530,-0.28,1.18,-0.45,1.29
197.540,0.19,0.78,0.64,1.03
197.550,-0.46,1.37,-1.06,1.79
197.560,0.04,0.19,-0.19,0.27
197.570,-0.46,0.87,-0.12,1.00
197.580,-0.66,0.58,-0.22,0.91
197.590,0.09,0.89,0.34,0.95
197.600,-0.47,1.12,0.29,1.25
197.610,-0.35,0.62,0.11,0.72
197.620,-0.84,0.23,-1.29,1.56
197.630,-0.50,0.21,0.34,0.64
197.640,-0.12,0.72,0.92,1.17
197.650,-0.77,0.60,1.87,2.11
197.660,-0.97,0.64,0.38,1.22
197.671,-0.51,0.56,-0.06,0.75
197.681,-0.19,0.80,0.24,0.85
197.691,-0.33,0.67,0.85,1.13
197.701,-0.83,0.96,0.74,1.47
197.711,-1.02,0.56,0.34,1.21
197.721,-0.63,0.38,1.43,1.60
197.731,-0.38,0.99,0.76,1.31
197.741,-1.03,0.98,0.46,1.50
197.751,-0.56,1.01,0.10,1.16
197.761,-0.78,0.36,0.18,0.88
197.771,0.06,0.71,0.88,1.13
197.781,-1.16,0.67,0.64,1.49
197.791,-0.53,1.02,1.09,1.58
197.801,-1.09,0.45,0.28,1.21
197.811,-0.54,0.66,0.27,0.89
197.821,-0.18,0.77,-0.79,1.12
197.831,-0.51,1.52,-1.00,1.89
197.841,-0.10,1.11,0.35,1.17
197.851,-0.94,-0.10,2.08,2.28
197.861,-0.47,-0.07,1.34,1.43
197.871,-1.36,0.78,-1.45,2.13
197.881,0.35,0.76,-0.01,0.84
197.891,0.46,1.49,-0.47,1.63
197.901,0.25,2.03,-0.04,2.04
197.911,-0.33,1.24,-1.07,1.68
197.922,-1.35,1.08,-0.76,1.89
197.931,-0.98,1.16,-1.43,2.09
197.941,-0.50,1.04,-0.57,1.29
197.952,0.60,2.12,-0.94,2.40
197.961,-0.54,1.87,-1.15,2.26
197.972,-0.08,1.58,0.16,1.59
197.982,-0.97,1.52,-0.89,2.01
197.992,-0.94,1.71,-1.31,2.36
198.002,-0.63,0.94,-2.02,2.32
198.012,-0.50,1.69,-0.93,1.99
198.022,0.47,1.42,-0.96,1.78
198.032,-0.23,1.02,0.62,1.22
198.042,-0.61,0.91,0.52,1.21
198.052,-0.91,0.04,1.11,1.44
198.062,-0.45,0.98,0.66,1.26
198.072,-0.46,0.41,0.80,1.01
198.082,-0.54,0.09,1.23,1.34
198.092,-0.67,-0.21,0.68,0.98
198.102,-0.28,1.24,0.97,1.60
198.112,-0.56,0.46,0.97,1.21
198.122,-1.00,0.36,1.99,2.25
198.132,-0.14,-0.11,1.22,1.23
198.142,-0.66,0.54,0.91,1.25
198.152,-0.49,0.66,1.28,1.52
198.162,-1.07,1.05,1.25,1.95
198.173,-0.57,1.12,1.54,1.98
198.182,-0.65,0.08,1.42,1.56
198.192,-0.78,1.46,0.26,1.68
198.202,-1.26,0.28,0.59,1.42
198.212,-0.41,1.10,1.80,2.15
198.223,-0.64,0.76,0.22,1.02
198.233,-0.72,1.20,0.15,1.41
198.243,-0.92,0.81,0.35,1.28
198.253,-0.66,1.44,1.69,2.31
198.263,-0.05,0.49,1.42,1.50
198.273,-1.06,0.67,0.29,1.28
198.283,-1.22,0.28,-0.89,1.53
198.293,-0.82,0.31,0.41,0.96
198.303,0.12,1.59,0.62,1.71
198.313,-0.38,1.50,-0.36,1.59
198.323,-0.35,1.61,-0.30,1.67
198.333,-0.69,-0.43,-0.68,1.06
198.343,-0.23,0.52,-0.58,0.81
198.353,-1.02,0.86,-2.45,2.79
198.363,-0.22,1.19,-0.16,1.22
198.373,0.32,1.67,-1.38,2.19
198.383,0.66,2.32,-1.10,2.65
198.393,0.02,0.97,-1.23,1.56
198.403,-0.15,0.62,-0.05,0.64
198.413,-0.56,0.28,-0.85,1.06
198.423,-0.43,1.40,0.11,1.47
198.433,-0.53,0.79,-0.02,0.95
198.443,-0.05,1.05,0.76,1.30
198.453,-0.27,1.76,-0.22,1.80
198.463,-0.31,2.07,0.71,2.22
198.473,-0.88,1.04,0.66,1.52
198.483,-0.53,0.46,1.18,1.37
198.493,-0.73,1.41,0.01,1.58
198.504,-0.70,1.00,0.47,1.31
198.514,-0.21,1.53,0.77,1.73
198.524,-0.42,1.38,0.20,1.46
198.534,-0.36,1.51,1.00,1.85
198.544,-0.43,1.04,0.71,1.33
198.554,-0.61,1.98,-0.26,2.08
198.564,-1.19,1.09,-0.81,1.80
198.574,0.20,1.29,1.27,1.82
198.584,-0.49,1.59,0.12,1.67
198.594,-0.06,1.76,0.41,1.81
198.604,-0.30,-0.09,0.95,1.00
198.614,-0.00,1.46,1.26,1.93
198.624,-0.98,0.77,0.95,1.57
198.634,-0.21,1.31,1.69,2.14
198.644,-0.72,0.62,0.45,1.05
198.654,0.01,1.33,0.84,1.57
198.664,-0.75,0.48,0.66,1.11
198.674,-0.62,1.42,1.69,2.30
198.684,-0.64,0.78,0.35,1.07
198.694,-0.40,1.66,0.65,1.82
198.704,-1.15,1.01,0.04,1.53
198.714,0.07,1.09,1.41,1.78
198.724,-0.49,1.55,-0.84,1.83
198.734,-0.89,1.84,-0.78,2.19
198.744,-1.31,0.54,-0.52,1.51
198.754,-0.43,1.45,0.55,1.61
198.764,-0.44,1.84,-0.61,1.99
198.774,-0.45,1.57,0.09,1.64
198.784,-1.13,0.53,-0.04,1.25
198.795,-0.53,1.80,-0.01,1.88
198.804,-0.26,1.31,-0.45,1.41
198.815,-0.49,1.44,-0.15,1.53
198.825,-0.74,0.28,-1.35,1.57
198.835,-0.23,0.96,0.35,1.04
198.845,-0.43,1.02,0.54,1.23
198.855,-0.78,1.94,0.94,2.29
198.865,-1.18,0.87,0.14,1.47
198.875,-0.78,1.27,0.00,1.49
198.885,-0.44,0.55,-0.66,0.97
198.895,-0.05,0.79,0.38,0.88
198.905,-0.91,1.16,0.40,1.53
198.915,-0.92,1.39,1.62,2.33
198.925,-1.03,1.67,0.15,1.97
198.935,-0.53,1.76,-0.06,1.84
198.945,0.13,0.13,-0.34,0.38
198.955,-0.84,1.88,0.23,2.07
198.965,-1.25,1.47,0.09,1.93
198.975,-0.51,1.64,1.78,2.47
198.985,-0.70,1.39,-0.27,1.58
198.995,-0.70,2.05,-0.10,2.17
199.005,-1.10,0.73,0.47,1.39
199.015,-0.26,2.13,0.56,2.22
199.025,-1.01,1.36,0.03,1.69
199.035,-1.00,1.45,1.08,2.06
199.045,-0.94,0.83,0.91,1.55
199.056,-0.74,2.81,-0.71,2.99
199.065,-0.95,1.26,-0.38,1.62
199.076,-0.89,1.27,0.55,1.64
199.086,-1.32,1.09,0.23,1.72
199.095,-0.88,1.78,-0.10,1.99
199.106,-0.93,1.20,0.82,1.72
199.115,-1.34,1.65,1.16,2.42
199.126,-0.81,1.17,1.15,1.83
199.136,-1.20,1.85,-0.30,2.23
199.146,-0.35,1.12,-0.52,1.28
199.156,-1.44,1.00,-0.09,1.76
199.166,-0.34,1.56,1.06,1.92
199.176,-0.92,2.43,0.65,2.68
199.186,-0.74,1.56,0.73,1.88
199.196,-1.12,0.29,0.29,1.19
199.206,-0.31,1.17,0.43,1.28
199.216,-0.46,1.21,0.21,1.31
199.226,-0.41,1.17,1.31,1.80
199.236,-0.73,1.02,1.02,1.62
199.246,-0.78,2.25,1.14,2.64
199.256,-0.68,1.66,-0.32,1.82
199.266,-0.93,1.56,-1.14,2.14
199.276,-0.63,1.36,-0.64,1.63
199.286,-0.51,1.44,0.57,1.64
199.296,0.17,1.54,0.36,1.59
199.306,-1.34,1.31,-0.10,1.88
199.316,-1.07,1.43,1.56,2.37
199.326,-0.88,1.32,0.90,1.83
199.336,-0.08,2.58,-0.56,2.64
199.346,-1.59,1.05,-2.41,3.07
199.356,-0.41,1.29,-0.21,1.37
199.366,-1.31,1.89,-0.41,2.34
199.377,0.27,3.26,0.08,3.27
199.387,-1.05,0.90,-0.06,1.38
199.397,-0.74,1.22,-0.13,1.43
199.407,-0.58,0.81,-0.25,1.03
199.417,-0.85,1.99,-0.39,2.20
199.427,-0.48,1.49,0.70,1.72
199.437,-1.47,2.23,-0.12,2.68
199.447,-0.26,1.66,-0.42,1.73
199.457,-1.53,1.23,-1.03,2.22
199.467,-0.88,1.65,0.76,2.02
199.477,-1.27,1.43,0.10,1.92
199.487,-0.23,2.42,0.90,2.59
199.497,-0.66,0.45,0.42,0.91
199.507,-0.26,1.67,0.17,1.70
199.517,-0.78,1.42,-0.10,1.62
199.527,-0.79,1.78,0.82,2.11
199.537,-0.51,1.51,0.22,1.61
199.547,-1.66,1.59,0.09,2.30
199.557,-0.15,1.23,0.83,1.50
199.567,-0.97,1.43,0.10,1.73
199.577,-0.02,1.91,0.03,1.91
199.587,-1.12,0.63,1.24,1.78
199.597,-0.64,1.84,0.28,1.97
199.607,-0.92,1.60,-0.54,1.92
199.617,-0.92,1.02,0.91,1.65
199.627,-0.26,1.27,0.22,1.31
199.638,-1.17,1.33,-1.14,2.11
199.647,-0.00,1.64,-0.18,1.65
199.657,-1.05,0.89,1.77,2.24
199.667,0.09,2.45,0.59,2.52
199.678,-2.38,2.00,-0.68,3.18
199.688,-1.09,1.18,-1.26,2.03
199.698,-0.81,1.24,-0.52,1.57
199.708,-0.49,2.28,-0.81,2.47
199.718,-0.62,1.76,0.28,1.89
199.728,-2.01,1.06,0.51,2.33
199.738,-1.42,1.97,0.17,2.44
199.748,-1.10,1.32,0.51,1.79
199.758,-0.94,1.46,-0.59,1.84
199.768,-1.05,1.25,0.06,1.64
199.778,-1.48,0.93,-0.25,1.76
199.788,-0.49,1.02,1.64,2.00
199.798,-0.74,0.41,2.16,2.32
199.808,-0.94,1.66,2.16,2.88
199.818,-1.17,1.01,1.39,2.08
199.828,-2.10,0.62,0.13,2.19
199.838,-1.58,1.59,0.22,2.25
199.848,-1.39,1.68,0.09,2.19
199.858,-0.21,2.36,0.52,2.42
199.868,-0.80,0.66,1.11,1.52
199.878,-1.49,1.45,1.78,2.73
199.888,-1.65,1.34,0.88,2.29
199.898,-1.50,1.22,0.01,1.93
199.908,-0.44,2.13,0.60,2.25
199.918,-1.11,2.01,0.03,2.30
199.928,-0.86,1.82,0.01,2.01
199.939,-1.38,1.71,0.17,2.21
199.948,-1.94,1.14,1.55,2.73
199.959,-1.30,2.48,1.03,2.98
199.969,-1.06,0.61,0.22,1.25
199.979,-0.80,0.81,0.99,1.51
199.989,-0.77,1.04,0.52,1.39
199.999,-1.50,1.34,0.26,2.02
200.009,-1.06,1.60,1.04,2.18
200.019,-1.71,1.43,1.00,2.45
200.029,-1.22,1.77,-0.49,2.21
200.039,-1.11,0.75,-1.09,1.73
200.049,-1.19,1.56,-0.77,2.11
200.059,-1.12,1.61,0.55,2.04
200.069,-0.62,1.70,0.71,1.94
200.079,-1.53,1.35,0.79,2.19
200.089,-1.33,1.42,1.28,2.33
200.099,-1.20,1.70,0.19,2.09
200.109,-1.02,1.96,-0.79,2.34
200.119,-0.83,1.40,0.39,1.67
200.129,-1.77,2.52,-0.49,3.12
200.139,-1.67,2.15,0.10,2.72
200.149,-1.68,1.27,0.84,2.26
200.159,-1.42,1.96,0.26,2.43
200.169,-1.27,1.90,-0.71,2.40
200.179,-1.20,0.60,0.44,1.42
200.189,-1.01,1.68,1.15,2.27
200.199,-1.71,2.04,-0.29,2.68
200.209,-1.97,1.58,-0.18,2.53
200.219,-1.80,0.86,0.55,2.07
200.230,-1.96,1.71,-0.57,2.67
200.240,-1.33,1.67,0.09,2.13
200.250,-0.88,0.71,1.36,1.76
200.260,-2.07,1.91,0.86,2.94
200.270,-2.05,2.04,-0.10,2.89
200.280,-1.95,0.79,0.78,2.24
200.290,-2.05,1.27,0.10,2.42
200.300,-1.25,1.46,-0.40,1.96
200.310,-1.68,1.36,-0.10,2.17
200.320,-1.21,1.15,1.13,2.02
200.330,-1.22,2.33,1.28,2.92
200.340,-1.90,1.59,-0.32,2.49
200.350,-1.64,0.68,0.21,1.79
200.360,-1.76,1.46,-1.23,2.59
200.370,-1.68,1.61,-0.98,2.53
200.380,-1.18,1.19,0.62,1.79
200.390,-1.50,2.29,-0.48,2.78
200.400,-1.00,2.05,0.32,2.31
200.410,-1.33,0.84,0.36,1.61
200.420,-2.21,0.56,-0.17,2.29
200.430,-1.56,0.91,-0.29,1.83
200.440,-1.61,1.47,-0.06,2.18
200.450,-1.44,1.76,-0.29,2.29
200.460,-1.14,1.91,0.43,2.26
200.470,-1.24,1.35,-0.76,1.98
200.480,-1.46,0.84,-0.80,1.87
200.490,-1.79,1.04,-0.21,2.08
200.501,-1.99,1.38,0.02,2.42
200.511,-1.51,1.03,0.40,1.87
200.521,-0.91,1.18,0.35,1.53
200.531,-1.62,1.07,0.06,1.94
200.541,-1.74,0.80,0.27,1.94
200.551,-2.14,1.01,0.61,2.44
200.561,-2.27,1.03,0.27,2.51
200.571,-2.05,1.81,-0.42,2.77
200.581,-1.49,0.47,-0.01,1.56
200.591,-1.45,1.62,0.85,2.33
200.601,-1.68,1.56,-0.07,2.29
200.611,-1.50,0.34,0.61,1.65
200.621,-1.53,0.85,0.75,1.91
200.631,-1.49,1.68,0.21,2.26
200.641,-1.87,0.52,0.24,1.95
200.651,-1.95,1.50,-0.21,2.47
200.661,-1.52,1.85,0.04,2.40
200.671,-1.77,0.76,0.65,2.03
200.681,-2.22,0.96,-0.02,2.42
200.691,-1.60,1.52,-0.72,2.32
200.701,-1.40,0.36,0.82,1.66
200.711,-1.32,1.06,1.28,2.12
200.721,-1.80,1.45,0.34,2.33
200.731,-2.00,0.99,-0.56,2.30
200.741,-1.47,1.32,0.55,2.05
200.751,-1.60,1.49,-0.13,2.19
200.761,-2.07,0.88,-0.77,2.38
200.771,-1.76,0.60,0.01,1.86
200.782,-1.93,1.43,0.47,2.44
200.792,-2.31,0.70,1.07,2.64
200.802,-2.10,0.83,1.40,2.66
200.812,-2.00,1.08,0.46,2.32
200.822,-2.10,1.10,-0.86,2.52
200.832,-2.41,1.10,-0.71,2.75
200.842,-2.03,1.80,-0.33,2.74
200.852,-1.48,1.70,-0.34,2.28
200.862,-2.08,1.55,-0.18,2.60
200.872,-2.49,1.24,-0.61,2.85
200.882,-2.44,1.45,-0.68,2.91
200.892,-1.52,1.69,-0.65,2.36
200.902,-1.25,1.59,-1.69,2.63
200.912,-1.33,1.40,-1.22,2.28
200.922,-1.58,1.26,-0.29,2.04
200.932,-1.34,0.53,1.29,1.93
200.942,-1.83,0.77,0.71,2.11
200.952,-1.67,1.14,0.07,2.02
200.962,-0.76,0.40,0.86,1.22
200.972,-1.26,1.18,0.16,1.73
200.982,-2.33,0.68,1.01,2.63
200.992,-2.58,-0.01,2.34,3.49
201.002,-2.98,-0.07,1.87,3.52
201.012,-2.83,0.81,1.15,3.15
201.022,-2.60,-0.08,2.09,3.34
201.032,-2.38,0.72,1.62,2.96
201.042,-1.35,0.96,-0.32,1.68
201.052,-1.39,0.89,-0.01,1.65
201.063,-1.64,0.53,0.53,1.80
201.073,-2.93,0.29,1.16,3.16
201.083,-2.84,0.26,0.90,2.99
201.093,-2.49,0.64,0.40,2.60
201.103,-2.06,1.35,-0.56,2.53
201.113,-1.67,1.15,0.14,2.04
201.123,-2.12,0.80,0.18,2.27
201.133,-1.92,0.70,-0.72,2.16
201.143,-1.90,0.75,-0.46,2.10
201.153,-1.83,1.09,-0.95,2.33
201.163,-1.56,1.28,-1.44,2.48
201.173,-1.09,1.16,-1.85,2.44
201.183,-0.89,1.85,-0.75,2.18
201.193,-1.54,1.15,-0.42,1.97
201.203,-2.09,0.50,0.41,2.18
201.213,-1.85,0.98,-0.23,2.11
201.223,-2.11,0.71,-0.89,2.40
201.233,-2.31,0.40,0.32,2.36
201.243,-2.06,0.81,0.10,2.21
201.253,-1.93,1.24,-0.79,2.43
201.263,-1.80,0.37,0.61,1.93
201.273,-1.80,0.69,1.85,2.68
201.283,-2.08,0.45,0.09,2.13
201.293,-2.40,-0.65,1.18,2.76
201.303,-2.36,0.59,0.82,2.57
201.313,-2.22,1.11,-0.13,2.49
201.323,-1.83,0.17,0.98,2.08
201.333,-2.06,1.44,0.31,2.53
201.343,-2.39,1.20,-0.64,2.75
201.353,-2.24,-0.48,0.76,2.42
201.364,-2.77,-0.25,1.51,3.17
201.373,-2.55,0.05,1.26,2.84
201.384,-2.46,0.57,1.31,2.85
201.394,-2.35,2.06,-0.32,3.14
201.404,-1.00,0.97,-0.80,1.61
201.414,-0.87,0.16,-0.17,0.90
201.424,-2.51,1.20,-2.08,3.47
201.434,-3.26,0.11,0.34,3.28
201.444,-1.99,-0.16,0.52,2.07
201.454,-2.16,1.09,-0.00,2.42
201.464,-1.52,1.91,-1.64,2.94
201.474,-1.68,0.94,-0.82,2.09
201.484,-1.57,0.32,-1.72,2.35
201.494,-1.65,0.10,-0.04,1.65
201.504,-2.53,0.42,-0.07,2.57
201.514,-2.52,0.57,0.17,2.59
201.524,-2.11,0.72,-0.54,2.30
201.534,-0.85,0.55,-0.31,1.05
201.544,-1.74,1.09,-1.26,2.41
201.554,-1.74,0.22,-0.86,1.95
201.564,-1.66,-0.02,1.17,2.04
201.574,-1.86,0.73,0.40,2.04
201.584,-2.68,0.25,-0.26,2.70
201.594,-2.25,0.31,-0.46,2.32
201.604,-1.55,0.76,-1.12,2.06
201.614,-1.03,0.62,-0.32,1.24
201.624,-1.77,-0.35,0.36,1.84
201.634,-3.04,0.41,0.88,3.19
201.644,-2.25,0.17,1.15,2.54
201.654,-1.97,0.83,0.23,2.15
201.664,-2.25,1.03,-1.68,2.99
201.675,-1.21,0.02,-0.56,1.33
201.685,-1.27,0.51,-0.04,1.37
201.695,-2.04,0.72,0.70,2.28
201.705,-2.23,0.60,1.33,2.66
201.715,-2.31,0.40,0.32,2.37
201.725,-2.05,0.33,-0.84,2.24
201.735,-1.65,-0.09,-0.52,1.73
201.745,-1.90,0.67,-0.21,2.02
201.755,-2.05,1.14,0.35,2.37
201.765,-1.82,1.14,0.63,2.24
201.775,-2.05,0.68,0.63,2.25
201.785,-2.16,0.34,-1.08,2.44
201.795,-1.80,-0.22,-0.45,1.86
201.805,-2.02,0.41,-0.07,2.06
201.815,-1.92,1.04,-0.43,2.23
201.825,-1.81,0.43,0.79,2.02
201.835,-1.66,0.67,0.64,1.90
201.845,-2.09,0.44,0.30,2.15
201.855,-1.34,-1.60,1.14,2.38
201.865,-3.14,0.45,-0.65,3.23
201.875,-2.24,0.46,-1.36,2.67
201.885,-1.10,0.50,2.74,2.99
201.895,-1.22,0.72,-0.17,1.43
201.905,-1.82,0.62,-0.23,1.94
201.915,-2.43,-0.19,-0.74,2.55
201.926,-2.11,-0.12,-0.28,2.13
201.936,-1.52,-0.25,0.86,1.76
201.946,-1.59,0.54,0.69,1.81
201.955,-2.75,1.27,-0.62,3.09
201.966,-1.73,-0.26,0.26,1.77
201.976,-1.99,0.55,-0.05,2.07
201.986,-2.14,0.65,-1.11,2.49
201.996,-1.98,-0.51,0.08,2.05
202.006,-2.23,0.08,-0.20,2.24
202.016,-1.90,0.74,-0.55,2.11
202.026,-1.15,0.47,0.41,1.31
202.036,-1.86,0.56,-0.41,1.99
202.046,-2.33,0.47,-0.48,2.42
202.056,-1.94,0.21,-1.66,2.57
202.066,-1.69,0.10,0.19,1.70
202.076,-2.41,1.00,-0.82,2.74
202.086,-1.81,-0.10,-0.09,1.82
202.096,-2.17,1.07,-0.31,2.44
202.106,-2.05,0.48,0.11,2.11
202.116,-1.09,0.20,1.04,1.52
202.126,-2.34,0.19,-0.47,2.39
202.136,-1.87,0.64,-1.30,2.36
202.146,-2.14,-0.33,-0.29,2.19
202.156,-1.41,-0.06,0.73,1.59
202.166,-2.14,1.40,-0.20,2.56
202.176,-2.06,0.09,0.35,2.09
202.186,-1.74,-0.82,1.17,2.26
202.196,-1.44,-0.24,0.17,1.47
202.206,-1.70,-0.33,0.00,1.74
202.217,-2.71,-0.33,0.15,2.73
202.226,-1.61,-0.09,0.59,1.72
202.237,-1.33,0.59,-0.29,1.49
202.247,-1.33,-0.20,0.39,1.40
202.257,-2.15,-0.09,0.14,2.16
202.267,-1.61,-0.67,0.04,1.75
202.277,-1.57,0.21,-0.16,1.59
202.287,-2.23,0.34,-0.96,2.45
202.297,-1.77,0.16,-0.16,1.79
202.307,-1.32,1.79,-2.64,3.45
202.317,-0.97,1.10,-1.38,2.01
202.327,-1.17,-1.53,0.19,1.93
202.337,-2.34,-1.21,0.72,2.72
202.347,-2.07,-0.23,-0.36,2.12
202.357,-1.23,0.09,2.82,3.08
202.367,-0.48,0.98,1.06,1.52
202.377,-1.38,0.04,0.09,1.38
202.387,-1.43,-1.33,-1.07,2.22
202.397,-1.81,0.05,-1.32,2.24
202.407,-1.07,0.08,-0.05,1.07
